Datetime	hanle_cloud%	merak_cloud%	Hanle pblh merra	Merak pblh merra
2018-04-13 06:00:00	0.136	38.557	2.793	2.845
2018-04-13 07:35:00	5.871	30.603	2.908	2.866
2018-04-13 17:00:00	12.412	35.542	1.422	1.475
2018-04-13 21:15:00	6.526	32.762	0.976	0.95
2018-04-14 05:05:00	0.0	2.105	2.323	2.125
2018-04-14 08:15:00	22.448	24.179	2.61	2.502
2018-04-14 16:05:00	83.636	41.692	1.029	1.064
2018-04-14 17:40:00	-99.9	45.333	0.935	1.064
2018-04-14 20:20:00	12.0	32.955	1.088	1.063
2018-04-15 05:45:00	0.828	10.609	2.135	2.015
2018-04-15 07:20:00	59.9	24.683	2.549	2.414
2018-04-15 16:45:00	13.76	29.414	0.837	0.902
2018-04-15 21:05:00	11.143	32.25	0.685	0.557
2018-04-16 04:50:00	0.0	83.407	1.82	1.679
2018-04-16 08:05:00	32.701	28.505	2.352	2.371
2018-04-16 17:30:00	66.71	58.667	0.706	1.064
2018-04-16 20:10:00	29.6	70.6	0.595	0.977
2018-04-17 05:35:00	4.078	38.33	2.17	2.109
2018-04-17 07:10:00	20.833	86.154	2.333	2.344
2018-04-17 08:50:00	-99.9	97.667	2.35	2.347
2018-04-17 16:35:00	27.949	45.487	1.112	1.406
2018-04-17 20:50:00	11.409	33.867	0.652	0.77
2018-04-18 06:15:00	1.467	10.667	2.241	2.303
2018-04-18 07:50:00	50.895	-99.9	2.489	2.508
2018-04-18 07:55:00	53.6	29.72	2.489	2.508
2018-04-18 17:15:00	60.0	-99.9	0.535	1.094
2018-04-18 17:20:00	17.308	53.746	0.535	1.094
2018-04-18 19:55:00	36.97	73.12	0.522	0.829
2018-04-19 05:20:00	34.791	60.53	2.187	2.153
2018-04-19 08:35:00	93.778	97.6	2.476	2.567
2018-04-19 16:20:00	82.909	-99.9	1.263	1.525
2018-04-19 16:25:00	99.586	100.0	1.263	1.525
2018-04-19 20:40:00	97.154	99.333	1.215	1.372
2018-04-20 06:05:00	60.0	100.0	2.67	2.877
2018-04-20 07:40:00	95.487	99.584	2.717	2.872
2018-04-20 17:05:00	100.0	100.0	1.7	2.294
2018-04-20 21:20:00	84.903	98.75	1.453	1.771
2018-04-21 05:10:00	3.097	30.182	2.03	2.076
2018-04-21 08:25:00	12.0	28.755	2.248	2.315
2018-04-21 16:10:00	76.903	49.0	1.41	1.772
2018-04-21 20:25:00	40.372	36.634	0.824	1.251
2018-04-22 05:50:00	8.333	45.158	2.644	2.564
2018-04-22 07:30:00	34.857	66.16	2.91	2.819
2018-04-22 16:55:00	22.02	31.208	2.312	2.572
2018-04-22 21:10:00	13.617	28.0	1.884	2.093
2018-04-23 04:55:00	14.4	22.706	2.891	2.733
2018-04-23 08:10:00	62.78	48.145	3.107	3.061
2018-04-23 17:35:00	55.833	96.833	1.771	1.746
2018-04-23 20:15:00	49.267	49.965	1.669	1.312
2018-04-24 05:40:00	30.286	2.96	3.14	2.932
2018-04-24 07:15:00	77.467	39.333	3.127	3.109
2018-04-24 16:40:00	34.33	39.556	1.714	1.964
2018-04-24 20:55:00	8.822	26.684	1.282	1.311
2018-04-25 04:45:00	9.454	-99.9	2.754	2.651
2018-04-25 06:20:00	50.286	5.5	3.161	3.057
2018-04-25 06:25:00	70.0	-99.9	3.161	3.057
2018-04-25 08:00:00	73.204	24.588	3.178	3.122
2018-04-25 17:25:00	20.952	27.091	0.461	0.917
2018-04-25 20:00:00	12.516	40.686	0.225	0.461
2018-04-26 05:25:00	-99.9	14.695	2.521	2.479
2018-04-26 05:30:00	24.808	-99.9	2.521	2.479
2018-04-26 08:40:00	86.546	91.097	2.684	2.681
2018-04-26 16:30:00	26.159	50.064	0.502	0.972
2018-04-26 20:45:00	61.495	46.218	0.552	1.052
2018-04-27 06:10:00	36.103	50.049	2.452	2.367
2018-04-27 07:45:00	49.494	48.659	2.671	2.521
2018-04-27 17:10:00	16.8	25.529	0.468	1.415
2018-04-27 19:50:00	15.167	-99.9	1.084	1.373
2018-04-27 21:25:00	-99.9	84.0	0.968	1.01
2018-04-27 21:30:00	13.333	36.769	0.968	1.01
2018-04-28 05:15:00	46.52	20.688	2.969	2.496
2018-04-28 08:30:00	73.366	54.829	3.135	2.675
2018-04-28 16:15:00	15.077	75.5	1.087	1.143
2018-04-28 20:35:00	33.64	71.284	1.012	1.138
2018-04-29 06:00:00	48.772	2.921	2.842	2.77
2018-04-29 07:35:00	39.062	2.71	3.033	2.914
2018-04-29 17:00:00	11.404	27.916	1.732	1.982
2018-04-29 21:15:00	3.429	24.546	1.673	1.587
2018-04-30 05:05:00	0.0	0.261	2.606	2.622
2018-04-30 08:15:00	3.829	0.059	3.132	3.077
2018-04-30 16:05:00	14.154	33.231	3.088	2.81
2018-04-30 17:45:00	-99.9	32.0	3.051	2.754
2018-04-30 20:20:00	9.944	25.941	2.847	2.614
2018-05-01 05:45:00	17.103	7.551	3.14	2.758
2018-05-01 07:20:00	45.429	28.105	3.195	2.996
2018-05-01 16:45:00	14.693	22.416	0.632	1.158
2018-05-01 21:05:00	11.31	23.562	0.103	0.667
2018-05-02 04:50:00	0.0	0.0	2.134	2.1
2018-05-02 08:05:00	46.542	19.258	3.114	2.764
2018-05-02 17:30:00	100.0	100.0	0.171	0.779
2018-05-02 20:10:00	100.0	100.0	0.222	0.762
2018-05-03 05:35:00	96.274	55.176	2.156	2.157
2018-05-03 07:10:00	84.16	87.833	2.282	2.239
2018-05-03 08:50:00	-99.9	80.667	2.295	2.275
2018-05-03 16:35:00	59.392	65.436	0.648	0.919
2018-05-03 20:50:00	92.0	69.29	0.611	0.705
2018-05-04 06:15:00	51.857	46.621	2.869	2.293
2018-05-04 07:50:00	39.96	75.077	2.967	2.322
2018-05-04 07:55:00	-99.9	41.636	2.967	2.322
2018-05-04 17:20:00	92.154	27.0	0.795	1.237
2018-05-04 19:55:00	76.889	41.6	0.603	1.001
2018-05-04 21:35:00	-99.9	100.0	0.529	0.88
2018-05-05 05:20:00	19.08	6.78	2.65	2.355
2018-05-05 08:35:00	75.647	42.971	2.928	2.533
2018-05-05 16:25:00	8.96	22.612	0.681	1.059
2018-05-05 20:40:00	12.61	34.353	0.627	0.903
2018-05-06 06:05:00	98.0	77.551	2.28	2.326
2018-05-06 07:40:00	92.872	84.164	2.348	2.298
2018-05-06 17:05:00	93.85	99.951	0.79	1.054
2018-05-06 21:20:00	78.759	98.125	0.61	0.764
2018-05-07 05:10:00	70.033	100.0	2.01	2.065
2018-05-07 08:25:00	93.132	97.527	2.186	2.719
2018-05-07 16:10:00	99.879	99.657	0.668	1.214
2018-05-07 20:25:00	100.0	100.0	0.612	1.378
2018-05-08 05:50:00	99.562	89.87	2.231	2.291
2018-05-08 07:30:00	92.245	93.726	2.074	2.125
2018-05-08 16:55:00	80.231	61.843	0.672	0.889
2018-05-08 21:10:00	80.522	96.235	0.288	0.733
2018-05-09 04:55:00	64.632	78.909	2.433	2.143
2018-05-09 08:10:00	99.759	89.783	2.832	2.561
2018-05-09 17:35:00	28.667	65.333	1.394	1.674
2018-05-09 20:15:00	35.357	48.784	1.388	1.437
2018-05-10 05:40:00	1.196	2.92	2.259	2.161
2018-05-10 07:15:00	1.936	8.0	2.526	2.484
2018-05-10 16:40:00	18.989	30.154	1.108	1.666
2018-05-10 20:55:00	15.616	28.615	1.391	1.198
2018-05-11 04:45:00	0.0	-99.9	2.09	2.029
2018-05-11 06:20:00	-99.9	1.176	2.66	2.402
2018-05-11 06:25:00	20.0	0.0	2.66	2.402
2018-05-11 08:00:00	5.154	5.176	2.995	2.762
2018-05-11 17:25:00	14.927	19.077	0.57	1.829
2018-05-11 20:00:00	12.316	23.172	0.51	1.144
2018-05-12 05:25:00	-99.9	2.56	2.453	2.335
2018-05-12 05:30:00	0.76	1.943	2.453	2.335
2018-05-12 08:40:00	4.0	6.111	2.784	2.962
2018-05-12 16:30:00	100.0	100.0	0.259	0.552
2018-05-12 20:45:00	97.375	84.323	0.337	0.555
2018-05-13 06:10:00	99.111	95.795	2.684	2.492
2018-05-13 07:45:00	94.066	84.315	2.691	2.641
2018-05-13 17:10:00	24.776	46.523	0.385	0.466
2018-05-13 19:50:00	33.75	-99.9	0.411	0.407
2018-05-13 21:25:00	-99.9	55.259	0.278	0.452
2018-05-13 21:30:00	99.478	-99.9	0.278	0.452
2018-05-14 05:15:00	13.493	17.941	2.514	2.681
2018-05-14 08:30:00	94.667	94.233	2.749	2.595
2018-05-14 16:15:00	53.333	58.667	0.55	0.566
2018-05-14 20:30:00	-99.9	42.036	0.677	0.967
2018-05-14 20:35:00	21.755	49.231	0.677	0.967
2018-05-15 06:00:00	3.071	9.016	2.514	2.107
2018-05-15 07:35:00	32.127	5.677	2.808	2.273
2018-05-15 17:00:00	10.292	52.463	1.322	0.997
2018-05-15 21:15:00	11.46	50.698	1.037	0.57
2018-05-16 05:05:00	5.961	3.182	2.33	2.282
2018-05-16 08:15:00	51.536	56.113	2.492	2.53
2018-05-16 16:05:00	33.28	33.76	0.799	1.185
2018-05-16 20:20:00	26.422	47.881	0.438	0.811
2018-05-17 05:45:00	0.329	17.168	2.368	2.128
2018-05-17 07:20:00	2.537	22.5	2.514	2.417
2018-05-17 16:45:00	22.252	-99.9	1.201	1.358
2018-05-17 16:50:00	-99.9	33.76	1.201	1.358
2018-05-17 21:05:00	98.456	77.625	0.816	1.196
2018-05-18 04:50:00	69.379	88.546	2.584	2.554
2018-05-18 08:05:00	74.583	86.804	2.687	2.529
2018-05-18 17:30:00	11.846	72.316	0.751	0.893
2018-05-18 20:10:00	12.87	53.436	0.829	0.906
2018-05-19 05:35:00	9.923	30.157	2.429	2.429
2018-05-19 07:10:00	33.167	69.692	2.513	2.665
2018-05-19 08:50:00	-99.9	75.2	2.514	2.781
2018-05-19 16:35:00	39.59	52.831	0.637	0.847
2018-05-19 20:50:00	41.517	60.923	0.288	0.955
2018-05-20 06:15:00	0.0	1.75	2.564	3.007
2018-05-20 07:50:00	0.0	5.204	2.701	3.072
2018-05-20 07:55:00	-99.9	4.0	2.701	3.072
2018-05-20 17:20:00	9.231	23.286	0.56	0.967
2018-05-20 19:55:00	7.875	25.833	0.193	0.73
2018-05-20 21:35:00	-99.9	100.0	0.082	0.508
2018-05-21 05:20:00	0.227	0.346	3.212	3.153
2018-05-21 08:35:00	11.625	10.452	3.229	3.159
2018-05-21 16:25:00	5.84	24.784	0.684	1.042
2018-05-21 20:40:00	4.114	21.76	0.136	0.789
2018-05-22 06:05:00	0.0	0.863	2.804	2.914
2018-05-22 07:40:00	0.693	4.8	2.835	2.918
2018-05-22 17:05:00	5.432	21.06	0.671	1.199
2018-05-22 21:20:00	1.857	18.424	0.191	0.775
2018-05-23 05:10:00	0.4	1.358	2.643	2.817
2018-05-23 08:25:00	1.283	68.0	2.605	2.854
2018-05-23 16:10:00	9.412	61.867	1.086	1.529
2018-05-23 20:25:00	5.035	41.037	0.803	1.317
2018-05-24 05:50:00	0.056	36.052	2.634	2.763
2018-05-24 07:30:00	2.16	72.417	2.734	2.932
2018-05-24 16:55:00	8.427	38.077	1.369	1.672
2018-05-24 21:10:00	4.596	42.98	1.119	1.466
2018-05-25 04:55:00	7.053	33.111	2.364	2.332
2018-05-25 08:10:00	78.918	70.78	3.026	3.03
2018-05-25 17:35:00	13.6	25.467	0.819	1.174
2018-05-25 20:15:00	4.929	20.4	0.537	1.037
2018-05-26 05:40:00	55.208	41.333	2.735	2.946
2018-05-26 07:15:00	72.516	70.0	3.139	2.978
2018-05-26 16:40:00	16.516	93.044	0.64	0.839
2018-05-26 20:55:00	64.556	50.38	0.615	1.096
2018-05-27 04:45:00	28.546	-99.9	2.535	2.57
2018-05-27 06:25:00	73.714	70.167	2.985	2.679
2018-05-27 08:00:00	75.154	60.832	2.806	2.701
2018-05-27 17:25:00	53.217	52.0	0.83	1.059
2018-05-27 20:00:00	45.333	48.242	1.205	0.346
2018-05-28 05:30:00	59.556	27.583	2.655	2.489
2018-05-28 08:40:00	73.778	77.333	2.789	2.924
2018-05-28 16:30:00	23.125	19.062	1.307	0.488
2018-05-28 20:45:00	24.041	20.0	0.409	0.522
2018-05-29 06:10:00	63.657	63.2	2.41	2.375
2018-05-29 07:45:00	64.489	75.191	2.614	2.447
2018-05-29 17:10:00	56.0	39.284	1.139	0.75
2018-05-29 19:50:00	76.0	-99.9	0.475	0.561
2018-05-29 21:25:00	-99.9	73.429	0.112	0.52
2018-05-29 21:30:00	71.5	-99.9	0.112	0.52
2018-05-30 05:15:00	11.611	7.881	2.528	2.132
2018-05-30 08:30:00	68.978	17.364	3.178	2.637
2018-05-30 16:15:00	3.143	13.4	1.351	1.43
2018-05-30 20:30:00	-99.9	19.745	0.883	1.104
2018-05-30 20:35:00	3.878	-99.9	0.883	1.104
2018-05-31 06:00:00	1.309	0.129	3.017	2.607
2018-05-31 07:35:00	47.29	16.0	3.135	2.778
2018-05-31 17:00:00	94.316	14.894	0.486	1.064
2018-05-31 21:15:00	33.778	18.537	0.162	0.74
2018-06-01 05:05:00	12.087	2.632	2.826	2.51
2018-06-01 08:15:00	27.71	9.612	3.071	2.791
2018-06-01 16:05:00	96.143	31.692	1.05	0.958
2018-06-01 20:20:00	16.4	21.662	0.462	0.318
2018-06-02 05:45:00	13.07	24.18	2.559	2.605
2018-06-02 07:20:00	27.317	42.769	3.14	3.071
2018-06-02 16:45:00	27.077	-99.9	1.996	1.456
2018-06-02 16:50:00	0.0	11.255	1.996	1.456
2018-06-02 21:05:00	1.474	14.438	0.948	0.687
2018-06-03 04:50:00	0.0	0.0	2.057	2.212
2018-06-03 08:05:00	0.0	5.65	3.101	3.105
2018-06-03 17:30:00	0.133	1.882	0.969	0.877
2018-06-03 20:10:00	1.091	11.22	0.483	0.06
2018-06-04 05:35:00	0.038	0.077	3.047	2.994
2018-06-04 07:10:00	1.333	0.16	3.301	3.212
2018-06-04 08:50:00	-99.9	5.0	3.305	3.229
2018-06-04 16:35:00	0.0	2.308	0.806	1.188
2018-06-04 20:50:00	0.368	12.22	0.703	0.792
2018-06-05 06:15:00	3.0	4.516	3.146	2.619
2018-06-05 07:50:00	4.119	2.931	3.163	2.669
2018-06-05 17:20:00	100.0	100.0	0.559	0.755
2018-06-05 19:55:00	100.0	98.833	0.407	0.502
2018-06-05 21:35:00	-99.9	100.0	0.251	0.275
2018-06-06 05:20:00	54.391	21.253	2.535	2.299
2018-06-06 08:35:00	43.667	1.943	2.953	2.628
2018-06-06 16:25:00	0.0	0.56	1.628	1.291
2018-06-06 20:40:00	0.692	14.04	0.426	0.29
2018-06-07 06:05:00	0.0	0.0	2.728	2.665
2018-06-07 07:40:00	0.103	0.27	2.937	2.875
2018-06-07 17:05:00	0.0	3.0	1.693	1.962
2018-06-07 21:20:00	0.0	7.871	1.332	1.239
2018-06-08 05:10:00	4.459	0.0	2.53	2.441
2018-06-08 08:25:00	5.407	0.0	2.813	2.645
2018-06-08 16:10:00	35.515	16.533	0.543	0.952
2018-06-08 20:25:00	18.069	24.819	0.3	0.496
2018-06-09 05:50:00	72.205	90.757	2.44	2.194
2018-06-09 05:55:00	100.0	-99.9	2.44	2.194
2018-06-09 07:30:00	96.98	85.796	2.584	2.481
2018-06-09 16:55:00	97.981	96.941	1.1	1.366
2018-06-09 21:10:00	92.596	89.412	0.789	0.849
2018-06-10 04:55:00	81.222	67.333	2.11	2.063
2018-06-10 08:10:00	51.036	48.095	2.509	2.648
2018-06-10 17:35:00	8.182	32.857	0.378	0.608
2018-06-10 20:15:00	6.69	30.566	0.15	0.732
2018-06-11 05:40:00	16.449	35.755	2.37	2.295
2018-06-11 07:15:00	7.625	13.548	2.655	2.563
2018-06-11 16:40:00	3.613	27.783	0.892	1.22
2018-06-11 20:55:00	23.444	21.795	0.386	0.802
2018-06-12 04:45:00	13.273	48.667	2.5	2.736
2018-06-12 06:25:00	60.546	54.0	2.779	2.723
2018-06-12 08:00:00	33.231	49.398	2.873	2.676
2018-06-12 17:25:00	21.872	24.952	0.892	1.248
2018-06-12 20:00:00	52.865	84.774	0.479	0.789
2018-06-13 05:30:00	56.594	29.361	3.031	2.799
2018-06-13 08:40:00	54.333	53.875	3.088	3.035
2018-06-13 16:30:00	14.769	7.746	2.592	2.019
2018-06-13 20:45:00	64.92	38.68	0.877	1.064
2018-06-14 06:10:00	55.882	48.7	2.967	2.878
2018-06-14 07:45:00	39.956	26.044	3.124	2.97
2018-06-14 17:10:00	2.0	2.806	1.486	0.914
2018-06-14 19:50:00	1.647	-99.9	0.645	0.746
2018-06-14 21:25:00	10.667	9.846	0.398	0.844
2018-06-14 21:30:00	16.333	-99.9	0.398	0.844
2018-06-15 05:15:00	48.474	51.091	2.458	2.311
2018-06-15 08:30:00	58.818	52.476	2.748	2.559
2018-06-15 16:15:00	15.282	64.615	0.41	0.616
2018-06-15 20:30:00	-99.9	94.609	0.239	0.267
2018-06-15 20:35:00	52.96	-99.9	0.239	0.267
2018-06-16 06:00:00	57.143	60.787	2.951	2.724
2018-06-16 07:35:00	17.841	46.258	2.939	2.977
2018-06-16 17:00:00	52.625	9.591	0.513	0.695
2018-06-16 21:15:00	98.486	14.105	0.288	0.405
2018-06-17 05:05:00	99.721	97.048	2.215	2.26
2018-06-17 08:15:00	99.394	89.471	2.506	2.525
2018-06-17 16:05:00	36.308	4.308	0.531	0.424
2018-06-17 20:20:00	51.5	31.353	0.251	0.351
2018-06-18 05:45:00	34.361	63.191	2.406	2.311
2018-06-18 07:20:00	34.667	72.5	2.737	2.437
2018-06-18 16:45:00	16.333	-99.9	0.397	0.399
2018-06-18 16:50:00	13.079	55.48	0.397	0.399
2018-06-18 21:05:00	97.695	78.349	1.016	0.359
2018-06-19 04:50:00	32.333	52.16	2.505	2.292
2018-06-19 08:05:00	32.206	50.667	2.75	2.907
2018-06-19 17:30:00	98.968	18.057	0.892	0.957
2018-06-19 20:10:00	98.468	70.21	0.418	0.915
2018-06-20 05:35:00	12.038	57.647	2.642	2.601
2018-06-20 07:10:00	5.6	79.167	2.808	2.849
2018-06-20 08:45:00	-99.9	81.333	2.833	2.812
2018-06-20 08:50:00	-99.9	53.778	2.833	2.812
2018-06-20 16:35:00	0.0	22.701	0.596	0.897
2018-06-20 20:50:00	12.454	93.652	0.624	0.64
2018-06-21 06:15:00	61.379	62.267	2.492	2.374
2018-06-21 07:50:00	33.961	52.121	2.628	2.528
2018-06-21 17:20:00	0.509	4.604	0.694	1.127
2018-06-21 19:55:00	1.0	12.381	0.701	1.254
2018-06-21 21:35:00	-99.9	100.0	1.553	1.185
2018-06-22 05:20:00	7.644	51.415	2.37	2.35
2018-06-22 08:35:00	2.667	67.333	2.778	2.728
2018-06-22 16:25:00	3.019	3.137	0.756	0.971
2018-06-22 20:40:00	1.423	50.291	0.966	1.355
2018-06-23 06:05:00	1.826	66.531	2.433	2.497
2018-06-23 07:40:00	21.143	50.79	2.519	2.567
2018-06-23 17:05:00	6.963	53.63	0.883	1.078
2018-06-23 21:20:00	9.103	64.0	1.205	1.421
2018-06-24 05:10:00	0.0	0.604	2.217	2.203
2018-06-24 08:25:00	0.0	9.357	2.333	2.525
2018-06-24 16:10:00	0.0	8.343	0.764	0.937
2018-06-24 20:25:00	0.414	23.415	1.105	1.419
2018-06-25 05:50:00	26.0	76.052	2.344	2.437
2018-06-25 05:55:00	15.484	-99.9	2.344	2.437
2018-06-25 07:25:00	0.0	-99.9	2.575	2.807
2018-06-25 07:30:00	6.233	49.917	2.575	2.807
2018-06-25 16:55:00	12.436	74.706	0.562	1.341
2018-06-25 21:10:00	10.522	53.585	0.356	0.304
2018-06-26 04:55:00	99.875	28.353	2.295	2.298
2018-06-26 08:10:00	42.118	89.928	2.958	3.202
2018-06-26 17:35:00	96.933	75.467	0.284	0.74
2018-06-26 20:15:00	97.964	99.294	0.483	0.649
2018-06-27 05:40:00	89.755	99.921	2.273	2.35
2018-06-27 07:15:00	87.152	97.936	2.456	2.624
2018-06-27 16:40:00	33.739	67.871	0.144	0.435
2018-06-27 20:55:00	93.37	82.564	0.133	0.363
2018-06-28 04:45:00	99.5	100.0	1.867	2.069
2018-06-28 06:25:00	92.6	100.0	2.256	2.346
2018-06-28 08:00:00	62.362	89.981	2.496	2.525
2018-06-28 17:25:00	3.911	62.381	0.396	1.001
2018-06-28 20:00:00	89.514	25.091	0.385	0.956
2018-06-29 05:30:00	20.0	56.577	2.28	2.225
2018-06-29 08:40:00	4.242	42.518	2.582	2.606
2018-06-29 16:30:00	0.0	5.714	0.407	0.471
2018-06-29 20:45:00	0.0	19.255	0.623	0.36
2018-06-30 06:10:00	1.73	20.923	2.42	2.263
2018-06-30 07:45:00	12.609	44.4	2.558	2.357
2018-06-30 17:10:00	0.0	0.123	0.314	0.51
2018-06-30 19:50:00	95.167	-99.9	0.333	0.373
2018-06-30 21:25:00	94.6	62.0	0.529	0.737
2018-06-30 21:30:00	100.0	-99.9	0.529	0.737
2018-07-01 05:15:00	3.636	14.286	2.359	2.32
2018-07-01 08:30:00	42.273	45.143	2.598	2.669
2018-07-01 16:15:00	3.282	9.366	0.879	0.815
2018-07-01 20:30:00	0.0	7.097	0.63	0.797
2018-07-01 20:35:00	0.052	-99.9	0.63	0.797
2018-07-02 06:00:00	40.138	81.548	2.389	2.795
2018-07-02 07:35:00	40.387	76.581	2.434	2.808
2018-07-02 17:00:00	32.674	59.404	0.325	0.433
2018-07-02 21:15:00	32.914	99.0	0.142	0.528
2018-07-03 05:05:00	100.0	97.532	2.447	2.817
2018-07-03 08:15:00	86.215	78.182	2.339	2.867
2018-07-03 16:05:00	78.24	60.143	0.472	0.427
2018-07-03 20:20:00	60.833	57.212	0.436	0.503
2018-07-04 05:45:00	94.871	99.736	2.263	2.438
2018-07-04 07:20:00	100.0	100.0	2.262	2.638
2018-07-04 16:50:00	15.529	55.96	0.503	0.836
2018-07-04 21:05:00	15.322	34.222	0.06	0.472
2018-07-05 04:50:00	5.412	0.552	1.862	1.905
2018-07-05 08:05:00	42.905	23.258	2.472	2.753
2018-07-05 17:30:00	28.774	61.6	0.206	0.711
2018-07-05 20:10:00	38.75	38.256	0.108	0.521
2018-07-06 05:35:00	2.269	9.515	2.225	2.789
2018-07-06 07:10:00	0.0	2.308	2.542	3.084
2018-07-06 08:45:00	-99.9	12.0	2.554	3.08
2018-07-06 08:50:00	-99.9	28.0	2.554	3.08
2018-07-06 16:35:00	0.152	1.519	0.241	0.967
2018-07-06 20:50:00	0.136	6.462	0.07	0.861
2018-07-07 06:15:00	0.0	0.129	2.256	2.401
2018-07-07 07:50:00	0.0	1.059	2.432	2.567
2018-07-07 17:20:00	0.0	0.077	0.062	0.395
2018-07-07 19:55:00	0.0	0.952	0.083	0.312
2018-07-07 21:35:00	-99.9	100.0	0.109	0.161
2018-07-08 05:20:00	0.0	0.0	2.331	2.339
2018-07-08 08:35:00	3.778	0.686	2.613	2.716
2018-07-08 16:25:00	0.0	0.314	0.071	0.667
2018-07-08 20:40:00	0.0	3.882	0.129	0.728
2018-07-09 06:05:00	0.444	2.88	2.611	2.639
2018-07-09 07:40:00	6.494	4.842	2.812	2.725
2018-07-09 17:05:00	0.0	1.876	0.314	0.627
2018-07-09 21:20:00	0.0	1.176	0.305	0.852
2018-07-10 05:10:00	15.4	39.054	2.686	2.729
2018-07-10 08:25:00	53.811	50.642	2.915	2.999
2018-07-10 16:10:00	44.0	49.939	0.903	1.423
2018-07-10 20:25:00	51.953	93.8	0.458	0.756
2018-07-11 05:50:00	-99.9	26.919	2.055	2.439
2018-07-11 05:55:00	65.143	-99.9	2.055	2.439
2018-07-11 07:25:00	63.478	-99.9	2.235	2.463
2018-07-11 07:30:00	78.0	29.5	2.235	2.463
2018-07-11 16:55:00	24.238	24.118	0.461	1.376
2018-07-11 21:10:00	38.083	39.922	0.165	0.766
2018-07-12 04:55:00	48.857	30.323	2.035	2.35
2018-07-12 05:00:00	35.429	-99.9	2.141	2.553
2018-07-12 08:10:00	77.524	33.095	2.315	2.653
2018-07-12 17:35:00	56.0	98.375	0.786	1.049
2018-07-12 20:15:00	93.172	81.6	0.402	0.597
2018-07-13 05:40:00	90.061	92.673	2.261	2.216
2018-07-13 07:15:00	100.0	100.0	2.633	2.585
2018-07-13 16:40:00	82.17	24.088	0.661	0.771
2018-07-13 20:55:00	88.333	77.487	0.201	0.663
2018-07-14 04:45:00	98.909	11.429	2.429	2.342
2018-07-14 06:25:00	55.4	34.08	2.859	2.719
2018-07-14 08:00:00	44.154	31.107	3.074	2.859
2018-07-14 17:25:00	2.952	63.81	1.126	1.086
2018-07-14 20:00:00	0.0	82.971	0.791	1.128
2018-07-15 05:30:00	31.921	53.542	2.81	2.601
2018-07-15 08:40:00	43.231	84.364	3.205	3.028
2018-07-15 16:30:00	77.433	3.048	1.047	1.252
2018-07-15 20:45:00	37.293	2.931	0.759	0.555
2018-07-16 06:10:00	99.111	49.641	2.222	2.153
2018-07-16 07:45:00	82.739	61.111	2.144	2.178
2018-07-16 17:10:00	89.375	44.765	0.347	0.663
2018-07-16 19:50:00	100.0	-99.9	0.338	0.649
2018-07-16 21:25:00	-99.9	82.154	0.083	0.358
2018-07-16 21:30:00	86.0	-99.9	0.083	0.358
2018-07-17 05:15:00	62.347	97.543	2.029	2.716
2018-07-17 08:30:00	66.046	85.429	2.571	2.805
2018-07-17 16:15:00	43.897	9.073	0.237	0.374
2018-07-17 20:30:00	-99.9	2.522	0.204	0.263
2018-07-17 20:35:00	80.871	0.0	0.204	0.263
2018-07-18 06:00:00	80.0	98.333	2.755	2.776
2018-07-18 07:35:00	64.444	76.064	2.767	2.782
2018-07-18 17:00:00	30.105	36.0	0.261	0.424
2018-07-18 21:15:00	86.811	80.488	0.231	0.403
2018-07-19 05:05:00	80.609	99.442	2.229	2.614
2018-07-19 08:15:00	86.424	89.941	2.58	2.482
2018-07-19 16:05:00	100.0	36.0	0.419	0.534
2018-07-19 20:20:00	55.099	87.938	0.145	0.696
2018-07-20 05:45:00	29.667	72.267	2.598	2.498
2018-07-20 07:20:00	39.7	40.293	2.603	2.808
2018-07-20 16:45:00	100.0	-99.9	0.24	0.737
2018-07-20 16:50:00	88.808	5.505	0.24	0.737
2018-07-20 21:05:00	98.966	39.111	0.148	0.82
2018-07-21 04:50:00	100.0	100.0	2.169	2.39
2018-07-21 08:05:00	70.779	92.126	2.713	2.726
2018-07-21 17:30:00	90.629	66.71	0.223	0.894
2018-07-21 20:10:00	99.913	64.936	0.357	0.6
2018-07-22 05:35:00	88.077	68.64	1.972	2.191
2018-07-22 07:10:00	74.24	35.846	2.28	2.655
2018-07-22 16:35:00	90.513	77.403	0.378	0.664
2018-07-22 20:50:00	35.264	73.055	0.448	0.616
2018-07-23 06:15:00	29.286	83.125	2.417	2.331
2018-07-23 07:50:00	65.148	-99.9	2.393	2.382
2018-07-23 07:55:00	-99.9	61.56	2.393	2.382
2018-07-23 17:20:00	87.491	98.692	0.195	0.243
2018-07-23 19:55:00	96.381	70.286	0.147	0.194
2018-07-24 05:20:00	71.227	70.072	2.63	2.383
2018-07-24 08:35:00	77.818	81.529	2.44	2.479
2018-07-24 16:25:00	100.0	55.608	0.253	0.456
2018-07-24 20:40:00	90.641	39.423	0.16	0.67
2018-07-25 06:05:00	82.044	75.2	2.154	2.572
2018-07-25 07:40:00	77.165	31.948	2.381	2.717
2018-07-25 17:05:00	96.195	17.975	0.19	0.226
2018-07-25 21:20:00	94.207	86.267	0.327	0.18
2018-07-26 05:10:00	87.419	96.509	2.179	2.368
2018-07-26 08:25:00	87.854	56.0	2.391	2.273
2018-07-26 16:10:00	80.364	70.0	0.186	0.683
2018-07-26 20:25:00	28.27	73.185	0.288	0.415
2018-07-27 05:50:00	30.667	46.513	2.236	2.159
