date	han_pblh_avg	mer_pblh_avg	han_pblh_median	mer_pblh_median
1980-03-31	1.0370741	1.0406809	0.63643074	0.44769567
1980-04-01	1.0984246	1.0973815	0.59662336	0.7066114
1980-04-02	1.4442633	1.4243771	1.3626108	1.2939109
1980-04-03	1.5518153	1.9608638	1.942991	2.1483476
1980-04-04	1.1412647	0.99146354	0.5898698	0.71961355
1980-04-05	1.0388502	1.036672	0.7520806	0.85461307
1980-04-06	1.1891301	1.1799816	0.77815557	0.7689518
1980-04-07	1.1645871	1.2494639	0.91274333	1.1572974
1980-04-08	1.5289525	1.6361564	1.1247247	1.6213307
1980-04-09	1.9224346	1.8545414	1.8938203	1.6597203
1980-04-10	1.4354676	1.5363872	0.9938056	1.2331157
1980-04-11	1.5461444	1.4405699	1.3184602	1.2571523
1980-04-12	1.6098136	1.7309803	1.2870886	1.4972727
1980-04-13	1.7060233	1.8350806	1.435566	1.6050508
1980-04-14	1.5751503	1.5059878	1.3017478	1.1999986
1980-04-15	1.4936253	1.5782578	1.1163387	1.1129677
1980-04-16	1.5066864	1.5415059	1.6915779	1.5554564
1980-04-17	1.5630573	1.5195781	1.3871074	1.2101948
1980-04-18	1.2046959	1.2959415	0.71891457	0.85394573
1980-04-19	1.4841868	1.2398963	1.1421843	1.070014
1980-04-20	1.5095904	1.5918812	1.0962485	1.2549872
1980-04-21	1.7071509	1.8705095	1.6049452	1.7901576
1980-04-22	1.8285767	1.8989818	1.2109067	1.3696427
1980-04-23	1.4576107	1.5596606	1.3362602	1.4884869
1980-04-24	1.7084621	1.8702185	1.3530762	1.9360471
1980-04-25	1.8476104	1.85439	1.5839437	1.7060437
1980-04-26	1.505988	1.5037336	1.2515035	1.1881285
1980-04-27	1.4546471	1.4244925	0.89319986	1.0623384
1980-04-28	1.4325331	1.2778548	1.1276314	1.010769
1980-04-29	1.621792	1.5765538	1.2312598	1.1556783
1980-04-30	1.8976873	1.7151525	1.9029003	1.8546451
1980-05-01	1.5268427	1.4807628	0.9955483	0.8372791
1980-05-02	1.5329242	1.5742068	1.4025476	1.4634726
1980-05-03	1.4448484	1.4818801	0.93169856	1.033236
1980-05-04	1.3869991	1.4021351	1.1123297	0.9889796
1980-05-05	1.3815721	1.7121135	1.5480258	1.6448666
1980-05-06	2.1447291	2.0306828	2.1177797	2.2662797
1980-05-07	1.3624982	1.5675778	0.99565685	1.1574444
1980-05-08	1.5329564	1.6510377	1.3466154	1.4729543
1980-05-09	1.2825279	1.3568809	1.0468537	1.0884411
1980-05-10	1.4581549	1.5853394	1.1530759	1.2534883
1980-05-11	1.691161	1.5216762	1.7188652	1.660088
1980-05-12	1.553373	1.5293756	1.1517583	1.3502396
1980-05-13	1.5090235	1.5957493	1.2943759	1.3525383
1980-05-14	1.5062902	1.4534725	1.3175429	1.2897573
1980-05-15	1.4219601	1.4006755	1.1474526	1.1636274
1980-05-16	1.6288495	1.4749337	1.2814277	1.2676694
1980-05-17	1.5191578	1.5801158	1.2565914	1.1743915
1980-05-18	1.7417555	1.6593992	1.640989	1.4639139
1980-05-19	1.5762706	1.6548965	1.1938071	1.2933071
1980-05-20	1.4947408	1.7710031	1.3301371	1.6172371
1980-05-21	1.6483039	1.9176403	1.4933736	1.7982864
1980-05-22	1.7239558	1.7017831	1.6520607	1.5782108
1980-05-23	1.904463	1.9360901	1.7663269	1.6930616
1980-05-24	1.8761115	1.6982484	1.607794	1.4075441
1980-05-25	1.9317495	1.6625453	1.912838	1.6827631
1980-05-26	1.5854331	1.6355622	1.3424486	1.2822737
1980-05-27	1.6194165	1.6010377	1.5429885	1.4132636
1980-05-28	1.6685733	1.5371879	1.4268496	1.4105482
1980-05-29	1.9441336	1.7174255	1.8594732	1.5946741
1980-05-30	2.0238283	1.7860682	2.2487118	1.9264311
1980-05-31	1.5964787	1.6245941	1.5175827	1.4180326
1980-06-01	1.6127975	1.6046466	1.7850194	1.7828729
1980-06-02	1.5842354	1.8151469	1.4938881	1.5925262
1980-06-03	1.9085351	1.834497	1.8140421	1.6034172
1980-06-04	1.9779315	2.0524096	1.8894761	2.132801
1980-06-05	1.856077	2.1197727	1.8733312	1.9411311
1980-06-06	1.5742118	2.046984	1.5348308	1.9792497
1980-06-07	1.8224906	1.8589624	1.5871063	1.7857313
1980-06-08	1.9566541	1.9685217	1.625423	1.8544947
1980-06-09	2.419785	2.29185	2.5755658	2.6336408
1980-06-10	1.4923685	1.4731096	1.58372	1.5536699
1980-06-11	1.6870674	1.9381168	1.6869004	2.0610752
1980-06-12	1.8351012	1.7908256	2.0524282	1.8300953
1980-06-13	1.5515888	1.5091304	1.3885684	1.3387434
1980-06-14	1.4943434	1.4677223	1.4094028	1.3623028
1980-06-15	1.8301075	1.8856746	1.6159524	1.6166773
1980-06-16	2.0610564	1.8974419	1.953418	1.8418932
1980-06-17	2.0474446	1.9750129	1.9953616	1.9203615
1980-06-18	2.4605932	2.1881058	2.3359513	2.0237308
1980-06-19	2.373316	2.1252162	2.4780788	2.3544292
1980-06-20	2.0561457	1.7877711	2.1067066	1.8141598
1980-06-21	1.699141	1.7325851	1.4827759	1.5510695
1980-06-22	1.7986332	1.3839791	1.9547868	1.5535796
1980-06-23	2.3225963	1.7032357	2.463605	1.6141866
1980-06-24	1.8502684	1.5479398	2.1445382	1.5513756
1980-06-25	1.6104127	1.5426052	1.5137134	1.2316697
1980-06-26	1.475604	1.4888345	1.4532272	1.4492271
1980-06-27	1.337636	1.5229263	1.2014308	1.3471434
1980-06-28	1.3763416	1.5264748	1.4953216	1.5729465
1980-06-29	1.4226993	1.6599976	1.4720047	1.7966021
1980-06-30	1.38509	1.5658131	1.3063688	1.4204375
1980-07-01	1.418448	1.7207274	1.1777653	1.3366528
1980-07-02	1.6847373	1.9967011	1.5684011	1.8956048
1980-07-03	1.778349	1.8938847	1.4335303	1.6127553
1980-07-04	1.5961188	1.6629875	1.425725	1.5347316
1980-07-05	1.5549906	1.6204518	1.3764901	1.4435534
1980-07-06	1.4070083	1.4766908	1.3152804	1.2725554
1980-07-07	1.9226522	1.780066	1.8554136	1.8295466
1980-07-08	1.5983034	1.9408524	1.4701235	2.2807527
1980-07-09	1.4840143	1.5945703	1.1347108	1.4540983
1980-07-10	1.6116029	1.6552719	1.4629518	1.4277229
1980-07-11	1.2542906	1.332379	0.83403367	0.91534483
1980-07-12	0.9659818	1.0655947	0.7106157	0.8630157
1980-07-13	0.98771477	1.079697	0.6310807	0.70070565
1980-07-14	0.94116986	1.340726	0.5890733	0.9154011
1980-07-15	1.564902	1.6680634	1.1464219	1.299437
1980-07-16	1.5711406	1.6436763	1.0456883	1.501237
1980-07-17	1.9536957	1.6931916	1.6126921	1.5705297
1980-07-18	1.3548968	1.3579189	1.0068231	0.9382783
1980-07-19	1.4623864	1.6950498	1.3145914	1.4708447
1980-07-20	1.4101716	1.9361846	1.3474851	1.9773786
1980-07-21	1.7905436	1.7527649	1.6482046	1.7762002
1980-07-22	1.3321784	1.5525582	1.172596	1.6724585
1980-07-23	1.6924497	1.6069559	1.5756967	1.403924
1980-07-24	1.4342433	1.3689171	1.2009698	1.2581019
1980-07-25	1.2692586	1.4963973	0.85131645	1.123127
1980-07-26	1.2598828	1.8408034	1.0025417	1.9339286
1980-07-27	1.199026	1.4935353	0.86888003	1.2956617
1980-07-28	1.2759606	1.5821623	0.8728088	1.4856503
1980-07-29	1.0132847	1.1344924	0.5466777	0.7822241
1980-07-30	1.0971292	1.2081364	0.72370946	0.831971
1980-07-31	0.98242337	1.2093709	0.6392775	0.8543713
1980-08-01	1.2857548	1.5947936	0.80194354	1.4147121
1980-08-02	1.1112959	1.2498466	0.8648305	0.7965155
1980-08-03	1.0505013	0.9876461	0.58993256	0.6408154
1980-08-04	1.107963	1.3939227	0.61075807	1.0815006
1980-08-05	1.7744286	1.6552094	1.459249	1.4655077
1980-08-06	1.4617457	1.5416951	1.126723	1.3444107
1980-08-07	1.5047823	1.616358	1.1661181	1.6270294
1980-08-08	1.30255	1.4331657	0.8569548	1.3196235
1980-08-09	1.4150058	1.3537438	1.1050789	1.0108073
1980-08-10	1.2674344	1.556952	1.2908182	1.4483507
1980-08-11	1.3530618	1.7345229	1.2765591	1.7096682
1980-08-12	1.612531	1.9255939	1.5968188	2.0533814
1980-08-13	1.633679	1.8815503	1.4912063	1.6191087
1980-08-14	1.4642022	1.9043274	1.2303281	1.7638156
1980-08-15	1.498239	1.7652836	1.2731186	1.6166781
1980-08-16	1.3230202	1.5675663	1.115609	1.5575298
1980-08-17	1.1636877	1.5834953	1.0099471	1.6571324
1980-08-18	1.171122	1.616111	0.94109344	1.5943205
1980-08-19	1.1120882	1.6862773	0.90903646	1.8534155
1980-08-20	1.1748195	1.4794064	0.49356878	1.265981
1980-08-21	2.2532022	1.9557458	2.7475343	2.45753
1980-08-22	2.3668349	2.299075	2.599907	2.5358672
1980-08-23	1.5577348	1.7951394	1.5980616	2.0104392
1980-08-24	1.6428457	1.6733017	1.3183315	1.4921992
1980-08-25	1.5719643	1.5921992	1.4203148	1.5032988
1980-08-26	1.4551176	1.5309136	1.2712815	1.2650387
1980-08-27	1.229447	1.5184715	1.0728676	1.2508738
1980-08-28	1.4855334	1.6756802	1.1326658	1.9650409
1980-08-29	1.5245045	1.6828222	1.2597003	1.6356672
1980-08-30	1.4462996	1.6879641	0.9388049	1.3820899
1980-08-31	1.3190067	1.4397819	1.0314565	1.3080628
1980-09-01	1.1288434	1.351199	0.43790165	0.76618344
1980-09-02	1.1211042	1.4504113	0.89096314	1.1174326
1980-09-03	1.5851718	1.5256486	1.5079935	1.3944957
1980-09-04	1.0003219	1.3649944	0.5054363	0.77488637
1980-09-05	1.0272628	1.8118045	0.8408668	1.6113799
1980-09-06	1.0150808	2.0175147	0.6142171	1.837156
1980-09-07	1.2765551	1.2668815	1.0913209	0.7983283
1980-09-08	0.8974211	1.2045218	0.28034687	0.79024065
1980-09-09	1.0085161	1.1372778	0.5382911	0.70040506
1980-09-10	1.0010077	1.2674053	0.5594141	0.9361396
1980-09-11	1.0076445	1.4595968	0.55215436	1.1072075
1980-09-12	1.1997942	1.6740698	0.9498046	1.3582165
1980-09-13	1.5578042	1.605853	1.483377	1.4651525
1980-09-14	1.6950854	1.9058266	1.6252416	1.9460666
1980-09-15	1.2907284	1.4718783	1.247078	1.207628
1980-09-16	1.0780259	1.2844174	0.4565298	0.9280107
1980-09-17	0.9948763	1.6212152	0.38829225	1.2470366
1980-09-18	1.0471894	1.5530404	0.5206858	1.0677047
1980-09-19	1.1994522	1.8760815	0.88634586	1.7059182
1980-09-20	1.192602	1.6233269	0.87620497	1.2882137
1980-09-21	1.0677054	1.5260596	0.68713146	1.49542
1980-09-22	1.8446134	1.6736346	1.6221346	1.4661179
1980-09-23	1.8530799	1.387108	1.6186061	1.1482501
1980-09-24	1.2493132	1.3406281	1.3898172	0.9919952
1980-09-25	1.51096	1.3991321	1.506413	1.2756736
1980-09-26	1.4598992	1.3040048	1.2413056	1.1739013
1980-09-27	1.3728493	1.4558667	1.1347352	1.4117353
1980-09-28	1.3088484	1.3933762	1.0739912	1.3153613
1980-09-29	1.1971195	1.4915959	0.95975125	1.3981278
1980-09-30	1.1232712	1.4935961	0.9130835	1.4563835
1980-10-01	1.5206085	1.460306	1.6820028	1.1404647
1980-10-02	1.8884244	1.7218341	1.9353629	1.7980888
1980-10-03	2.5661838	2.023107	2.7962449	1.8845352
1980-10-04	2.6786926	2.2435503	2.7977889	2.4683232
1980-10-05	1.9614408	1.7848268	2.2816215	1.9187492
1980-10-06	1.4475945	1.314175	1.4122792	1.3043411
1980-10-07	1.2327489	1.3057209	0.92069995	1.1097374
1980-10-08	1.2658819	1.3052124	0.74285305	0.8703965
1980-10-09	1.194244	1.4106878	0.6889788	1.2124255
1980-10-10	1.1595033	1.2743546	0.79894626	1.0587151
1980-10-11	1.0236378	1.0136662	0.6322775	0.7127525
1980-10-12	1.5024934	1.0430467	1.5938097	0.7416941
1980-10-13	1.3064746	1.1292021	0.9571332	0.7909832
1980-10-14	1.5302467	1.0974879	1.3218584	0.60527146
1980-10-15	1.499072	1.1077672	1.0728824	0.42498934
1980-10-16	2.0002394	1.3901997	2.048686	0.8704519
1980-10-17	1.6128966	1.5846647	1.364766	0.9543636
1980-10-18	1.6484927	1.4210242	1.7251618	1.046888
1980-10-19	1.4189739	1.527521	1.0041881	1.2162558
1980-10-20	2.2318513	1.8878504	2.4073038	1.9269084
1980-10-21	2.1809442	1.8785785	2.293847	1.9235115
1980-10-22	1.24499	1.2372049	0.75497556	0.78385025
1980-10-23	1.5082682	1.7652768	1.6602215	1.814379
1980-10-24	1.6407801	1.5773761	1.4775292	1.5817327
1980-10-25	1.5907232	1.44226	1.1078037	1.1035538
1980-10-26	1.819978	1.65714	1.5828424	1.6052454
1980-10-27	1.2763051	1.4004737	1.1175852	0.99720824
1980-10-28	0.9568946	1.3546633	0.49288797	1.0520427
1980-10-29	1.0809076	1.4086696	0.68997324	1.3129942
1980-10-30	0.9537326	1.2041111	0.7700293	1.0935905
1980-10-31	0.8821376	1.2271733	0.4983081	0.9704056
1980-11-01	1.2341928	1.2887328	0.9294021	1.0669427
1980-11-02	1.0399985	1.0567569	0.90860486	0.99982893
1980-11-03	1.0349374	1.2782097	0.5733497	1.0187485
1980-11-04	1.1295048	1.3184731	0.78065646	1.1673189
1980-11-05	1.0057207	1.274595	0.5662018	1.0609642
1980-11-06	1.3158448	1.5928091	0.89254296	1.3633493
1980-11-07	0.8144092	0.83350194	0.3676498	0.4186917
1980-11-08	1.2804297	1.1860049	1.0553745	0.69463444
1980-11-09	1.3973223	1.0731211	0.85689235	0.5315181
1980-11-10	1.6047968	1.0921164	1.7784988	0.6609914
1980-11-11	0.70229363	0.78867346	0.24608037	0.5931798
1980-11-12	1.3083109	1.2578309	0.9582484	0.92164207
1980-11-13	1.2262287	0.7765785	1.3867967	0.1974186
1980-11-14	1.2375481	0.8609565	1.2418438	0.2888425
1980-11-15	0.8767592	0.83220917	0.40408728	0.38978416
1980-11-16	0.7248296	0.67699885	0.18303636	0.2908567
1980-11-17	1.0814618	0.79506326	0.56924605	0.07233712
1980-11-18	0.9939787	1.2539873	0.4533261	0.70517534
1980-11-19	1.340638	1.4722083	0.90574235	1.2045197
1980-11-20	0.9108148	0.92364264	0.3705679	0.4110557
1980-11-21	0.89442104	1.0480059	0.22775993	0.61587405
1980-11-22	1.3885899	0.9965927	1.228931	0.620268
1980-11-23	1.3329792	1.0220956	1.3061326	0.57441866
1980-11-24	1.4028116	1.4687672	1.3488836	1.6831591
1980-11-25	1.571727	1.8298438	1.1060231	1.6583941
1980-11-26	1.6505469	1.8439605	1.2093618	1.7596834
1980-11-27	1.2408396	1.2768161	1.1173813	1.1898283
1980-11-28	1.6678448	1.5088413	1.6298336	1.422697
1980-11-29	0.8596986	0.6854649	0.5317203	0.4056123
1980-11-30	0.8746134	0.81872576	0.4653718	0.5276902
1980-12-01	0.71319497	0.98429775	0.17368841	0.5598439
1980-12-02	0.6005916	0.76540995	0.103460476	0.39368278
1980-12-03	0.7480928	0.9838907	0.15975991	0.60424924
1980-12-04	0.71169215	0.897388	0.19127099	0.40743583
1980-12-05	0.69260085	0.67614853	0.47571215	0.39370763
1980-12-06	1.2797039	1.0661879	1.4647212	0.94573903
1980-12-07	0.9874475	0.6229686	0.8846289	0.15988941
1980-12-08	0.9503326	0.93400335	0.72868896	0.6096593
1980-12-09	0.4797628	0.45350724	0.05801246	0.07911619
1980-12-10	0.7235667	0.76841533	0.20395258	0.5576803
1980-12-11	0.8157238	1.1267792	0.6354317	0.98178566
1980-12-12	1.2796074	1.8337903	0.6645507	1.6471162
1980-12-13	1.5466797	1.9194543	1.2435393	1.9976695
1980-12-14	1.9647635	2.320163	1.4881968	2.563561
1980-12-15	1.306664	1.7992057	0.6983222	1.8213248
1980-12-16	1.9512424	1.9973707	1.7750585	2.0628386
1980-12-17	2.1012282	2.1039228	1.6708053	2.236092
1980-12-18	1.7844592	2.051776	1.6100578	2.21692
1980-12-19	1.3329343	1.5345001	1.2489021	1.6661875
1980-12-20	0.81469	1.815644	0.56727207	2.1147332
1980-12-21	0.8545694	1.2185944	0.6475216	1.0160658
1980-12-22	0.62554115	0.5809043	0.48513192	0.3175717
1980-12-23	1.0670208	0.9590425	0.8020983	0.6757678
1980-12-24	1.384038	1.5170909	1.2793643	1.3325285
1980-12-25	0.9508157	1.1866792	0.8180336	0.9688468
1980-12-26	0.966204	1.1820035	0.88216394	1.0129712
1980-12-27	0.75099087	0.90413815	0.6193367	0.8786186
1980-12-28	0.9893324	1.4100881	0.74553597	1.2743766
1980-12-29	0.58321744	0.6832355	0.40898153	0.80185246
1980-12-30	0.6110267	0.5171784	0.2945179	0.057128556
1980-12-31	0.6814092	0.60634595	0.38162974	0.20499313
1981-01-01	0.74377096	0.7087607	0.7185398	0.41740698
1981-01-02	0.85713387	1.0118816	0.5450672	0.7584896
1981-01-03	0.89009285	0.97571677	0.75233614	0.8603624
1981-01-04	0.7702252	1.1973664	0.6338924	1.1378534
1981-01-05	1.2564855	1.3641173	1.018125	1.188132
1981-01-06	1.5243291	1.4665813	1.6540673	1.4550829
1981-01-07	1.0681579	1.1788397	0.585224	0.7783426
1981-01-08	0.60043406	0.49455917	0.28564528	0.17148508
1981-01-09	0.6763592	0.6235621	0.5049101	0.16875085
1981-01-10	0.5571223	0.9598716	0.19265527	0.65235364
1981-01-11	1.4374295	0.9837449	1.7685436	0.637106
1981-01-12	0.54780966	0.56920695	0.20654765	0.2121481
1981-01-13	0.39447066	0.7596632	0.076465875	0.7979087
1981-01-14	1.228604	1.0114689	1.370347	1.0497887
1981-01-15	0.48556578	0.6426606	0.2016063	0.39070433
1981-01-16	1.4944779	1.415136	1.3203304	1.4339108
1981-01-17	0.8424225	1.0942929	0.8092278	0.9278003
1981-01-18	0.6881154	0.71855265	0.59210384	0.5329516
1981-01-19	0.733523	0.8065287	0.386481	0.45810673
1981-01-20	0.585827	0.82259095	0.33484864	0.7499455
1981-01-21	1.051632	1.0107439	1.0121928	0.8860765
1981-01-22	1.2983562	1.2889866	1.1334476	1.5476198
1981-01-23	1.1693227	1.29601	1.1576188	1.3133106
1981-01-24	1.2939421	1.5980421	1.0141482	1.4035273
1981-01-25	1.4805235	1.256026	1.409805	1.0959294
1981-01-26	0.6866465	1.0449512	0.4284255	0.75664735
1981-01-27	1.7053533	2.0046444	1.5091624	1.7963507
1981-01-28	1.4826748	1.776521	1.5281552	1.6169474
1981-01-29	1.4919382	1.4319721	1.3901296	1.0977644
1981-01-30	1.3166511	1.2771167	1.0706978	1.2057847
1981-01-31	1.0601933	1.1377075	0.9471139	1.0777403
1981-02-01	0.46974847	0.52596325	0.12608938	0.3307986
1981-02-02	1.0751555	1.4460396	1.2676369	1.5449367
1981-02-03	1.5506662	1.7257171	1.4470707	1.5714298
1981-02-04	1.7644979	1.7114187	1.503279	1.5209428
1981-02-05	1.3065997	1.5841154	1.2063044	1.4558902
1981-02-06	1.0092402	1.2704886	0.88001776	1.1702402
1981-02-07	0.6118766	0.6355892	0.26978195	0.32154703
1981-02-08	1.1128184	0.9021234	1.2186277	0.9278586
1981-02-09	1.1201525	0.9775648	0.78029466	0.8869898
1981-02-10	0.63061786	0.8055223	0.346134	0.8319402
1981-02-11	0.8660921	1.4438989	0.70823586	1.1491145
1981-02-12	0.81575865	1.461186	0.46420163	1.4465098
1981-02-13	1.0168861	1.3546228	0.78125054	1.2769458
1981-02-14	1.4133364	1.3661917	1.240032	1.2370697
1981-02-15	1.1300437	1.3222631	0.8048339	0.847322
1981-02-16	0.4858186	0.8478684	0.34253913	0.868219
1981-02-17	1.1570387	1.5619065	1.3212103	1.702892
1981-02-18	1.2848998	1.5086945	1.3187063	1.2970726
1981-02-19	0.78751457	1.3135457	0.52142936	1.0612257
1981-02-20	1.1197958	1.1404519	0.58844125	0.65411115
1981-02-21	0.82080805	1.0896764	0.2416819	0.89652634
1981-02-22	0.52496314	0.74221605	0.29073003	0.56390136
1981-02-23	0.7321261	0.78782773	0.7047384	0.7197038
1981-02-24	1.118899	1.1752602	1.0718021	1.0942004
1981-02-25	1.2148162	1.2245305	0.9637054	0.9716429
1981-02-26	1.1590073	1.3369504	0.89332867	1.2440488
1981-02-27	1.1258191	1.3561468	0.98304594	1.2711766
1981-02-28	1.2166774	1.2551796	1.0648335	0.95055175
1981-03-01	1.6767735	1.462851	1.4081433	1.1500349
1981-03-02	0.96352625	0.90474564	0.55036044	0.6632807
1981-03-03	0.7579376	0.8791262	0.2699113	0.9549303
1981-03-04	0.6202247	0.84719104	0.3065069	0.8181246
1981-03-05	0.685339	0.9593227	0.47867966	0.8679547
1981-03-06	1.2987142	1.2490646	1.258715	1.0736535
1981-03-07	1.6046348	1.5878597	1.2443273	1.371947
1981-03-08	0.67355835	0.7293648	0.27792636	0.41347176
1981-03-09	0.9436943	1.045907	0.8645431	1.10835
1981-03-10	1.1582999	1.1017085	0.9779725	0.82949436
1981-03-11	1.2066476	1.3630414	1.0290724	1.066666
1981-03-12	0.88560474	0.7460695	0.63776314	0.46420956
1981-03-13	0.8958862	0.51666355	0.692796	0.05682628
1981-03-14	0.7597811	0.8650165	0.69890535	0.74639475
1981-03-15	0.8531419	1.0580153	0.8009358	0.94288886
1981-03-16	0.830532	1.0333017	0.4788577	0.700202
1981-03-17	1.1355612	1.0870607	1.250236	1.1078435
1981-03-18	0.7517932	0.91183305	0.42847282	0.662616
1981-03-19	0.8668228	0.7947267	1.0265259	0.50400555
1981-03-20	0.9985756	1.1612153	0.7996274	1.0807528
1981-03-21	1.0063174	1.2928331	0.95274884	1.4340234
1981-03-22	1.1119182	1.3022721	0.88651973	1.0509856
1981-03-23	1.807867	1.7128752	1.8576903	1.6511569
1981-03-24	1.802117	1.483174	1.8762159	1.4001049
1981-03-25	1.267112	1.1886061	1.2839103	0.9831097
1981-03-26	0.7463611	0.6575383	0.464337	0.3849517
1981-03-27	0.89139503	0.68207884	0.5444533	0.26889044
1981-03-28	0.6764266	0.5878923	0.49517462	0.38500684
