date	hanle_pblh_era5_avg	merak_pblh_era5_avg	hanle_pblh_era5_median	merak_pblh_era5_median
1979-02-05	0.11283492	0.11283492	0.034630373	0.034630373
1979-02-06	0.15646176	0.15646176	0.036080442	0.036080442
1979-02-07	0.1727923	0.1727923	0.031865112	0.031865112
1979-02-08	0.09255591	0.09255591	0.014497559	0.014497559
1979-02-09	0.08640986	0.08640986	0.026030883	0.026030883
1979-02-10	0.13666335	0.13666335	0.035237424	0.035237424
1979-02-11	0.0981175	0.0981175	0.021714356	0.021714356
1979-02-12	0.1234325	0.1234325	0.052301392	0.052301392
1979-02-13	0.20720142	0.20720142	0.039014407	0.039014407
1979-02-14	0.1401874	0.1401874	0.03395593	0.03395593
1979-02-15	0.17124385	0.17124385	0.024749512	0.024749512
1979-02-16	0.22355443	0.22355443	0.071658686	0.071658686
1979-02-17	0.19002214	0.19002214	0.06734204	0.06734204
1979-02-18	0.26764777	0.26764777	0.06848877	0.06848877
1979-02-19	0.65159416	0.65159416	0.41027522	0.41027522
1979-02-20	1.714041	1.714041	2.3767533	2.3767533
1979-02-21	0.10266733	0.10266733	0.09391613	0.09391613
1979-02-22	0.5259015	0.5259015	0.19036499	0.19036499
1979-02-23	0.41858804	0.41858804	0.047647703	0.047647703
1979-02-24	0.064616114	0.064616114	0.034933962	0.034933962
1979-02-25	0.21226273	0.21226273	0.09010535	0.09010535
1979-02-26	0.15294328	0.15294328	0.05196423	0.05196423
1979-02-27	0.14486372	0.14486372	0.049131468	0.049131468
1979-02-28	0.118581966	0.118581966	0.051289797	0.051289797
1979-03-01	0.12372197	0.12372197	0.07159118	0.07159118
1979-03-02	0.3150291	0.3150291	0.26465762	0.26465762
1979-03-03	0.5028347	0.5028347	0.22000787	0.22000787
1979-03-04	0.59139794	0.59139794	0.48672614	0.48672614
1979-03-05	0.5983562	0.5983562	0.48905304	0.48905304
1979-03-06	1.8038071	1.8038071	2.1009974	2.1009974
1979-03-07	2.356348	2.356348	2.2781801	2.2781801
1979-03-08	1.2808248	1.2808248	0.38488147	0.38488147
1979-03-09	0.0532176	0.0532176	0.03301172	0.03301172
1979-03-10	0.05973465	0.05973465	0.05385278	0.05385278
1979-03-11	0.08084268	0.08084268	0.069871336	0.069871336
1979-03-12	0.06650182	0.06650182	0.06363257	0.06363257
1979-03-13	0.085741006	0.085741006	0.082450196	0.082450196
1979-03-14	0.10417924	0.10417924	0.07182727	0.07182727
1979-03-15	0.067358956	0.067358956	0.05041296	0.05041296
1979-03-16	0.13160202	0.13160202	0.07840344	0.07840344
